# pfam_scan.pl,  run at Fri Feb 12 16:24:40 2016
#
# Copyright (c) 2009 Genome Research Ltd
# Freely distributed under the GNU 
# General Public License
#
# Authors: Jaina Mistry (jm14@sanger.ac.uk), John Tate (jt6@sanger.ac.uk), 
#          Rob Finn (rdf@sanger.ac.uk)
#
# This is free software; you can redistribute it and/or modify it under
# the terms of the GNU General Public License as published by the Free Software
# Foundation; either version 2 of the License, or (at your option) any later version.
# This program is distributed in the hope that it will be useful, but WITHOUT
# ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS
# FOR A PARTICULAR PURPOSE. See the GNU General Public License for more
# details.
#
# You should have received a copy of the GNU General Public License along with
# this program. If not, see <http://www.gnu.org/licenses/>. 
# = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =
#      query sequence file: /home/wonjunetai/Documents/KimLab/pulse/output/preprocess/G41726.MCF7.5.bam/p_seq_isoforms.fas
#        searching against: /usr/local/bin/hmmer3/data/Pfam-A.hmm, with cut off --cut_ga
#    resolve clan overlaps: on
#     predict active sites: off
# = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =
#
# <seq id> <alignment start> <alignment end> <envelope start> <envelope end> <hmm acc> <hmm name> <type> <hmm start> <hmm end> <hmm length> <bit score> <E-value> <significance> <clan>

I."ENST00000498666";21_46323280_46323450-242=171=181        43     87     43     88 PF08725.6   Integrin_b_cyt    Domain     1    46    47     66.6   8.5e-19   1 No_clan  
I."ENST00000439855";19_58571342_58571403-72=62=127         399    420    397    421 PF13465.1   zf-H2C2_2         Domain     4    25    26     34.4   1.6e-08   1 CL0361   
I."ENST00000439855";19_58571342_58571403-72=62=127         425    449    424    449 PF13465.1   zf-H2C2_2         Domain     2    26    26     29.4   6.1e-07   1 CL0361   
I."ENST00000439855";19_58571342_58571403-72=62=127         452    476    452    477 PF13465.1   zf-H2C2_2         Domain     1    25    26     36.6   3.1e-09   1 CL0361   
I."ENST00000439855";19_58571342_58571403-72=62=127         480    505    480    505 PF13465.1   zf-H2C2_2         Domain     1    26    26     35.4   7.5e-09   1 CL0361   
I."ENST00000439855";19_58571342_58571403-72=62=127         508    532    508    533 PF13465.1   zf-H2C2_2         Domain     1    25    26     36.0   4.9e-09   1 CL0361   
I."ENST00000439855";19_58571342_58571403-72=62=127         539    560    537    561 PF13465.1   zf-H2C2_2         Domain     4    25    26     31.4   1.4e-07   1 CL0361   
I."ENST00000439855";19_58571342_58571403-72=62=127         566    589    564    589 PF13465.1   zf-H2C2_2         Domain     3    26    26     25.8     8e-06   1 CL0361   
I."ENST00000439855";19_58571342_58571403-72=62=127         592    616    592    617 PF13465.1   zf-H2C2_2         Domain     1    25    26     33.5     3e-08   1 CL0361   
I."ENST00000439855";19_58571342_58571403-72=62=127         620    645    620    645 PF13465.1   zf-H2C2_2         Domain     1    26    26     31.8     1e-07   1 CL0361   
I."ENST00000361163";2_130858249_130858293-167=45=71        248    301    248    307 PF14915.1   CCDC144C          Family     1    54   305     56.5     2e-15   1 No_clan  
E."ENST00000360967";2_130858249_130858293-167=45=71        230    283    230    289 PF14915.1   CCDC144C          Family     1    54   305     56.6   1.8e-15   1 No_clan  
I."ENST00000492965";7_149522889_149523027-117=139=203      130    165    130    172 PF00090.14  TSP_1             Family     1    38    49     28.8   9.4e-07   1 No_clan  
I."ENST00000372585";6_43266830_43266835-488=6=104          143    481     75    481 PF07690.11  MFS_1             Family    36   352   352    108.1   3.7e-31   1 CL0015   
E."ENST00000372589";6_43266830_43266835-488=6=104          141    479     75    479 PF07690.11  MFS_1             Family    36   352   352    107.7   4.8e-31   1 CL0015   
I."ENST00000340181";6_36339107_36339337-143=231=126         47    116     40    117 PF02198.11  SAM_PNT           Domain    13    83    84     81.5   2.7e-23   1 CL0003   
I."ENST00000340181";6_36339107_36339337-143=231=126        225    306    223    307 PF00178.17  Ets               Domain     3    84    85    111.2   1.8e-32   1 CL0123   
I."ENST00000413002";2_170657462_170657536-98=75=104         17     75     17     75 PF05383.12  La                Domain     1    61    61     85.7   1.3e-24   1 No_clan  
I."ENST00000356173";20_31590393_31590467-67=75=59          232    362    231    363 PF07738.8   Sad1_UNC          Family     2   134   135    138.7   9.6e-41   1 CL0202   
I."ENST00000426291";7_22767063_22767253-135=191=114         57    152     57    152 PF00489.12  IL6               Domain     1    96   154    142.3   8.3e-42   1 CL0053   
I."ENST00000397789";22_30032740_30032865-114=126=123        29    102     26    102 PF09379.5   FERM_N            Domain     4    80    80     56.3   2.4e-15   1 CL0072   
I."ENST00000397789";22_30032740_30032865-114=126=123       109    222    105    222 PF00373.13  FERM_M            Domain     5   126   126     85.5   3.1e-24   1 No_clan  
I."ENST00000397789";22_30032740_30032865-114=126=123       226    315    226    315 PF09380.5   FERM_C            Domain     1    90    90    119.6   4.9e-35   1 CL0266   
I."ENST00000397789";22_30032740_30032865-114=126=123       347    579    347    584 PF00769.14  ERM               Family     1   230   246    216.5     4e-64   1 No_clan  
I."ENST00000522165";10_71712638_71712724-36=87=39          157    214    156    216 PF01391.13  Collagen          Repeat     1    58    60     40.1   1.8e-10   1 No_clan  
I."ENST00000522165";10_71712638_71712724-36=87=39          251    308    238    308 PF01391.13  Collagen          Repeat     1    58    60     34.9   7.9e-09   1 No_clan  
I."ENST00000522165";10_71712638_71712724-36=87=39          266    317    266    320 PF01391.13  Collagen          Repeat     1    52    60     34.3   1.2e-08   1 No_clan  
I."ENST00000522165";10_71712638_71712724-36=87=39          296    356    296    364 PF01391.13  Collagen          Repeat     1    59    60     28.7   6.8e-07   1 No_clan  
I."ENST00000522165";10_71712638_71712724-36=87=39          363    421    363    422 PF01391.13  Collagen          Repeat     1    59    60     34.9   7.6e-09   1 No_clan  
I."ENST00000522165";10_71712638_71712724-36=87=39          445    503    444    504 PF01391.13  Collagen          Repeat     1    59    60     39.4   3.1e-10   1 No_clan  
I."ENST00000522165";10_71712638_71712724-36=87=39          490    545    489    548 PF01391.13  Collagen          Repeat     1    56    60     39.1   3.8e-10   1 No_clan  
I."ENST00000522165";10_71712638_71712724-36=87=39          552    607    546    611 PF01391.13  Collagen          Repeat     4    59    60     36.4   2.6e-09   1 No_clan  
I."ENST00000507370";4_167713321_167713440-222=120=115       46     87     46     87 PF07648.10  Kazal_2           Domain     1    42    42     40.0   2.6e-10   1 CL0005   
I."ENST00000507370";4_167713321_167713440-222=120=115      103    212    102    212 PF10591.4   SPARC_Ca_bdg      Domain     2   113   113    113.8   3.8e-33   1 CL0220   
I."ENST00000507370";4_167713321_167713440-222=120=115      221    284    221    284 PF00086.13  Thyroglobulin_1   Domain     1    68    68     56.2   1.5e-15   1 No_clan  
I."ENST00000425061";3_20216497_20216547-190=51=59           22     67     22     67 PF07558.6   Shugoshin_N       Domain     1    46    46     53.1   1.8e-14   1 No_clan  
I."ENST00000425061";3_20216497_20216547-190=51=59          220    244    219    244 PF07557.6   Shugoshin_C       Family     2    26    26     42.6   2.9e-11   1 No_clan  
I."ENST00000421451";3_20215741_20216547-190=807=59          22     67     22     67 PF07558.6   Shugoshin_N       Domain     1    46    46     51.9   4.2e-14   1 No_clan  
I."ENST00000421451";3_20215741_20216547-190=807=59         472    496    471    496 PF07557.6   Shugoshin_C       Family     2    26    26     41.6     6e-11   1 No_clan  
I."ENST00000370989";6_52701034_52701166-142=133=52           6     76      5     77 PF02798.15  GST_N             Domain     2    75    76     63.4   1.6e-17   1 CL0172   
I."ENST00000370989";6_52701034_52701166-142=133=52         102    192     79    192 PF00043.20  GST_C             Domain     4    95    95     59.3   2.6e-16   1 CL0497   
I."ENST00000417270";3_49948959_49949444-766=486=140        155    563    153    563 PF03164.9   Mon1              Family     3   415   415    613.8  1.1e-184   1 No_clan  
E."ENST00000455683";3_49948959_49949444-766=486=140        137    490    132    490 PF03164.9   Mon1              Family    58   415   415    516.0  5.4e-155   1 No_clan  
I."ENST00000554592";14_92560090_92560175-67=86=42            8    166      8    167 PF02099.12  Josephin          Family     1   157   158    208.5     4e-62   1 No_clan  
I."ENST00000554592";14_92560090_92560175-67=86=42          222    238    222    239 PF02809.15  UIM                Motif     1    17    18     22.5   5.1e-05   1 No_clan  
I."ENST00000554592";14_92560090_92560175-67=86=42          242    258    242    259 PF02809.15  UIM                Motif     1    17    18     22.4   5.2e-05   1 No_clan  
I."ENST00000556315";14_92563018_92563182-42=165=46          10     69      6     70 PF02099.12  Josephin          Family    98   157   158     81.6   4.5e-23   1 No_clan  
I."ENST00000556315";14_92563018_92563182-42=165=46         125    141    125    142 PF02809.15  UIM                Motif     1    17    18     23.1   3.2e-05   1 No_clan  
I."ENST00000556315";14_92563018_92563182-42=165=46         145    161    145    162 PF02809.15  UIM                Motif     1    17    18     23.0   3.4e-05   1 No_clan  
I."ENST00000556898";14_92560090_92560175-67=86=45           44     60     44     61 PF02809.15  UIM                Motif     1    17    18     23.8   1.8e-05   1 No_clan  
I."ENST00000556898";14_92560090_92560175-67=86=45           64     80     64     81 PF02809.15  UIM                Motif     1    17    18     23.8   1.9e-05   1 No_clan  
E."ENST00000295237";2_168041052_168041150-154=99=161       572    587    572    587 PF08043.7   Xin               Repeat     1    16    16     21.9   8.6e-05   1 No_clan  
E."ENST00000295237";2_168041052_168041150-154=99=161       612    627    612    627 PF08043.7   Xin               Repeat     1    16    16     27.3   1.6e-06   1 No_clan  
E."ENST00000295237";2_168041052_168041150-154=99=161       765    780    765    780 PF08043.7   Xin               Repeat     1    16    16     28.7   5.7e-07   1 No_clan  
E."ENST00000295237";2_168041052_168041150-154=99=161       837    851    836    851 PF08043.7   Xin               Repeat     2    16    16     22.0   7.7e-05   1 No_clan  
E."ENST00000295237";2_168041052_168041150-154=99=161       870    884    870    885 PF08043.7   Xin               Repeat     1    15    16     20.4   0.00026   1 No_clan  
E."ENST00000295237";2_168041052_168041150-154=99=161       907    921    907    922 PF08043.7   Xin               Repeat     1    15    16     22.8   4.4e-05   1 No_clan  
E."ENST00000295237";2_168041052_168041150-154=99=161      1012   1027   1012   1027 PF08043.7   Xin               Repeat     1    16    16     25.3   7.1e-06   1 No_clan  
E."ENST00000295237";2_168041052_168041150-154=99=161      1050   1065   1050   1065 PF08043.7   Xin               Repeat     1    16    16     26.8   2.2e-06   1 No_clan  
E."ENST00000295237";2_168041052_168041150-154=99=161      1089   1103   1089   1104 PF08043.7   Xin               Repeat     1    15    16     28.2   7.9e-07   1 No_clan  
E."ENST00000295237";2_168041052_168041150-154=99=161      1122   1137   1122   1137 PF08043.7   Xin               Repeat     1    16    16     30.9   1.1e-07   1 No_clan  
E."ENST00000295237";2_168041052_168041150-154=99=161      1234   1249   1234   1249 PF08043.7   Xin               Repeat     1    16    16     21.1   0.00015   1 No_clan  
E."ENST00000295237";2_168041052_168041150-154=99=161      1307   1322   1307   1322 PF08043.7   Xin               Repeat     1    16    16     23.0   3.8e-05   1 No_clan  
E."ENST00000295237";2_168041052_168041150-154=99=161      1345   1360   1345   1360 PF08043.7   Xin               Repeat     1    16    16     23.9   1.9e-05   1 No_clan  
E."ENST00000295237";2_168041052_168041150-154=99=161      1521   1534   1520   1535 PF08043.7   Xin               Repeat     2    15    16     22.5   5.5e-05   1 No_clan  
I."ENST00000411494";5_170139858_170139890-61=33=125         77    126     76    129 PF13833.1   EF-hand_8         Domain     2    51    54     20.6   0.00024   1 CL0220   
I."ENST00000411494";5_170139858_170139890-61=33=125        137    208    137    210 PF13499.1   EF-hand_7         Domain     1    64    66     54.4   9.7e-15   1 CL0220   
I."ENST00000561640";16_56623438_56623533-116=96=66          46    113     46    113 PF00131.15  Metallothio       Domain     1    63    63     52.2   3.9e-14   1 CL0461   
I."ENST00000353437";5_160973328_160973419-68=92=229         38    242     36    242 PF02931.18  Neur_chan_LBD     Family     3   217   217    179.3   5.3e-53   1 No_clan  
I."ENST00000353437";5_160973328_160973419-68=92=229        249    469    249    469 PF02932.11  Neur_chan_memb    Family     1   237   237    180.3   5.4e-53   1 No_clan  
I."ENST00000509030";5_72151601_72151750-76=150=107          34    100     33    101 PF03810.14  IBN_N             Domain     2    76    77     54.8   6.5e-15   1 CL0020   
I."ENST00000536134";16_20471429_20471613-106=185=211        66    184     57    216 PF00501.23  AMP-binding       Family    11   128   417     72.4   2.2e-20   1 CL0378   
I."ENST00000367485";1_186269223_186269345-106=123=120       27     68     26     69 PF01033.12  Somatomedin_B     Family     2    43    44     41.5   8.9e-11   1 No_clan  
I."ENST00000367485";1_186269223_186269345-106=123=120       67    106     66    109 PF01033.12  Somatomedin_B     Family     2    41    44     42.3     5e-11   1 No_clan  
I."ENST00000367485";1_186269223_186269345-106=123=120     1102   1144   1102   1147 PF00045.14  Hemopexin         Repeat     1    41    45     38.2   8.3e-10   1 No_clan  
E."ENST00000472611";12_72255185_72255276-53=92=99            8     71      6     84 PF12068.3   DUF3548           Family     3    66   213     78.3   4.5e-22   1 No_clan  
E."ENST00000472611";12_72248565_72248633-53=69=99            8     71      6     84 PF12068.3   DUF3548           Family     3    66   213     78.3   4.5e-22   1 No_clan  
E."ENST00000472611";12_72234881_72235011-53=131=99           8     71      6     84 PF12068.3   DUF3548           Family     3    66   213     78.3   4.5e-22   1 No_clan  
I."ENST00000441578";18_47017775_47017815-135=41=53          19    152     17    152 PF00237.14  Ribosomal_L22     Domain     3   105   105    128.9   6.1e-38   1 No_clan  
E."ENST00000590334";19_45418355_45418474-81=120=136         27     66     27     67 PF04691.7   ApoC-I            Family     1    44    61     58.7   3.3e-16   1 No_clan  
E."ENST00000494123";17_41262482_41262597-78=116=54          24     64     24     64 PF00097.20  zf-C3HC4          Domain     1    41    41     38.1   8.3e-10   1 CL0229   
E."ENST00000494123";17_41262482_41262597-78=116=54         344    473    344    473 PF12820.2   BRCT_assoc        Domain     1   130   165    222.6   2.3e-66   1 No_clan  
I."ENST00000371239";10_97110966_97111133-47=168=86         212    257    212    257 PF02208.11  Sorb              Family     1    47    47     93.3   3.8e-27   1 No_clan  
I."ENST00000371239";10_97110966_97111133-47=168=86         575    625    574    627 PF07653.12  SH3_2             Domain     2    53    55     47.3     1e-12   1 CL0010   
I."ENST00000371239";10_97110966_97111133-47=168=86         651    701    651    701 PF14604.1   SH3_9             Domain     1    49    49     41.7   5.8e-11   1 CL0010   
I."ENST00000371239";10_97110966_97111133-47=168=86         757    807    757    807 PF14604.1   SH3_9             Domain     1    49    49     53.5   1.3e-14   1 CL0010   
I."ENST00000428638";17_43481635_43481700-68=66=84          247    278    247    278 PF00397.21  WW                Domain     1    31    31     36.5   3.1e-09   1 No_clan  
I."ENST00000428638";17_43481635_43481700-68=66=84          499    609    497    612 PF00169.24  PH                Domain     3   101   104     35.6   7.8e-09   1 CL0266   
I."ENST00000428638";17_43481635_43481700-68=66=84          711    860    711    863 PF00620.22  RhoGAP            Domain     1   149   152    163.7   2.2e-48   1 CL0409   
I."ENST00000356306";10_135193503_135193989-211=487=200      23    305     23    312 PF01593.19  Amino_oxidase     Domain     1   278   450     87.5   9.7e-25   1 CL0063   
E."ENST00000483211";10_135193503_135193989-211=487=200      18     58     18     66 PF13450.1   NAD_binding_8     Domain     1    39    68     31.0   1.9e-07   1 CL0063   
I."ENST00000360614";19_5711782_5712013-62=232=120          124    368    123    368 PF02190.11  LON               Family     2   205   205    109.2     2e-31   1 CL0178   
